address,category,latitude,longitude,number_of_price,number_of_review,restaurant_name,score_of_review
"191 7th StBrooklyn, NY 11215","Kosher,Burgers,American(Traditional)",40.673177,-73.9905,4,26,Bison & Bourbon,2.5
"415 3rd AveNew York, NY 10016","Italian,Gluten-Free",40.742579,-73.98,2,568,Bistango,4
"317 W 46th StNew York, NY 10036",Italian,40.760312,-73.9887,3,93,Bistecca Fiorentina,3.5
"525 Riverside AveLyndhurst, NJ 07071",American(Traditional),40.812002,-74.137217,2,8,Bistro 21,4.5
"225 Columbus AveNew York, NY 10023",French,40.776209,-73.9792,3,187,Bistro Cassis Restaurant,3.5
"22 E 66th StNew York, NY 10065",French,40.767964,-73.9688,3,162,Bistro Chat Noir,4
"1309 3rd AveNew York, NY 10021","French,Steakhouses",40.771486,-73.9589,3,87,Bistro Le Steak,3.5
"1350 Ave Of The AmericasNew York, NY 10019","Italian,WineBars,CocktailBars",40.762634,-73.9775,3,133,Bistro Milano,3.5
"405 East 58th StNew York, NY 10022",French,40.758887,-73.9619,3,76,Bistro Vendome,4
"335 Lafayette StNew York, NY 10012","Sandwiches,Salad,Soup",40.725731,-73.9946,1,192,Bite,4
"62 W 22nd StNew York, NY 10010","Salad,Mediterranean,Sandwiches",40.741914,-73.993,1,68,Bite,4.5
"62 W 22nd StNew York, NY 10010","Salad,Mediterranean,Sandwiches",40.741914,-73.993032,1,68,Bite,4.5
"211 E 14th StNew York, NY 10003","Sandwiches,Salad,Mediterranean",40.733163,-73.986158,1,531,Bite,4
"747 Franklin AveBrooklyn, NY 11238","WineBars,American(New),Breakfast&Brunch",40.673027,-73.9568,3,30,BKW By Brooklyn Winery,5
"362 BroadwayNew York, NY 10013",Burgers,40.717242,-74.0033,2,28,Black Burger,5
"529 Broome StNew York, NY 10013","American(Traditional),Gastropubs,Burgers",40.723798,-74.004266,2,490,Black Tap Craft Burgers & Beer,3.5
"22 Battery PlNew York, NY 10004","Cuban,American(Traditional),CocktailBars",40.704476,-74.0174,3,42,Blacktail,4.5
"261 Moore StBrooklyn, NY 11206",American(New),40.70507,-73.9335,4,122,Blanca,4
"25 BroadwayBrooklyn, NY 11249","Cafes,Breakfast&Brunch,Sandwiches",40.71078,-73.967897,1,52,Blank Cafe & Bistro,4.5
"139 Duane StNew York, NY 10013",Austrian,40.716507,-74.0076,3,255,Blaue Gans,4
"4540 Center BlvdLong Island City, NY 11109","LatinAmerican,Breakfast&Brunch",40.747952,-73.957,2,1772,Blend on the Water,4
"283 W 12th StNew York, NY 10014",American(New),40.737713,-74.0039,3,126,Blenheim,3.5
"187 9th AveNew York, NY 10011","Vegetarian,Vegan,Kosher",40.745517,-74.0023,3,772,Blossom,4
"111 E 22nd StNew York, NY 10010",Steakhouses,40.739421,-73.986,4,688,BLT Prime,4
"106 E 57th StNew York, NY 10022",Steakhouses,40.761593,-73.9702,4,328,BLT Steak,3.5
"1115 Richmond TerStaten Island, NY 10310","Mediterranean,Seafood,AsianFusion",40.64537,-74.1078,3,190,Blue,4
"308 W 50th StNew York, NY 10019","Sandwiches,Breakfast&Brunch,Cafes",40.762443,-73.986967,2,508,Blue Dog Kitchen Bar,4
"1567 BroadwayNew York, NY 10036","SushiBars,Seafood",40.759383,-73.9856,3,764,Blue Fin,3.5
"75 Washington PlNew York, NY 10011","American(New),Armenian",40.732064,-73.9996,4,773,Blue Hill,4.5
"35 Downing StNew York, NY 10014","Bakeries,Breakfast&Brunch",40.729204,-74.0038,3,420,Blue Ribbon Bakery & Cafe,4
"97 Sullivan StNew York, NY 10012","Seafood,American(Traditional)",40.725456,-74.003,3,781,Blue Ribbon Brasserie,4.5
"280 5th AveBrooklyn, NY 11215",American(New),40.674189,-73.9823,3,468,Blue Ribbon Brasserie Brooklyn,4
"119 Sullivan StNew York, NY 10012",SushiBars,40.726066,-74.0024,3,891,Blue Ribbon Sushi,4
"308 W 58th StNew York, NY 10019","SushiBars,Japanese",40.767494,-73.9831,3,579,Blue Ribbon Sushi Bar & Grill,4
"187 Orchard StNew York, NY 10002","AsianFusion,SushiBars,Breakfast&Brunch",40.722083,-73.9882,3,355,Blue Ribbon Sushi Izakaya,4
"856 Ninth AveNew York, NY 10019","Seafood,Pizza,Tapas/SmallPlates",40.766846,-73.9861,3,60,Blue Seafood Bar,3.5
"131 E 54th StNew York, NY 10022","Steakhouses,American(Traditional),Seafood",40.759318,-73.9709,4,177,Bobby Van_ÌÄåÎÌÄå_ÌÄåÎÌÄåÒÌÄåÎÌÄå_ÌÄå´Ìâå©s Steakhouse,3.5
"120 W 45th StNew York, NY 10036","Steakhouses,Seafood,American(Traditional)",40.757043,-73.9838,3,144,Bobby Van_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Steakhouse,3
"135 West 50th StreetNew York, NY 10020","Steakhouses,Seafood,American(Traditional)",40.760967,-73.9823,3,224,Bobby Van_ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌâå«_s Steakhouse,3.5
"181 W 10th StNew York, NY 10014","American(New),French,Bars",40.73448,-74.0026,3,384,BOBO,3.5
"94 Ave CNew York, NY 10009","Southern,ComfortFood",40.723552,-73.9788,2,494,Bobwhite Counter,4.5
"40 Gold StNew York, NY 10038","Sandwiches,Spanish,Tapas/SmallPlates",40.708728,-74.0057,2,42,Bocadillo,4.5
"40 Gold StNew York, NY 10038","Sandwiches,Spanish,Tapas/SmallPlates",40.708728,-74.0057,2,41,Bocadillo,4.5
"4863 BroadwayNew York, NY 10034",Breakfast&Brunch,40.866744,-73.9239,2,24,Bocaditos Bistro,5
"355 W 16th StNew York, NY 10011",Mexican,40.742141,-74.0035,3,346,Bodega Negra,3.5
"57 Great Jones StNew York, NY 10012","American(Traditional),CocktailBars",40.726408,-73.9923,3,519,Bohemian Restaurant,4.5
"1000 S 8th AveManhattan, NY 10019","FoodStands,LatinAmerican",40.766949,-73.9829,1,113,Bolivian Llama Party,4.5
"1000 S 8th AveManhattan, NY 10019","FoodStands,LatinAmerican",40.766949,-73.982976,1,113,Bolivian Llama Party,4.5
"53 W 19th StNew York, NY 10011","Spanish,TapasBars,WineBars",40.740292,-73.994,3,910,Boqueria,4
"1460 2nd AveNew York, NY 10075","Tapas/SmallPlates,Spanish,TapasBars",40.771479,-73.956,3,293,Boqueria,4
"138 Smith StBrooklyn, NY 11201","Breakfast&Brunch,Burgers,Scandinavian",40.687122,-73.9904,2,30,Bornholm,4.5
"1000s 8th AvenueNew York, NY 10019","Cafes,Coffee&Tea,Bakeries",40.76762,-73.982423,1,16,Bosie Patisserie,4.5
"1331 2nd AveNew York, NY 10021",Italian,40.767805,-73.9593,3,65,Bottega Restaurant,3
"1085 2nd AveNew York, NY 10022","WineBars,American(New),CocktailBars",40.759606,-73.9654,3,69,Bottle and Bine,4.5
"163 Duane StNew York, NY 10013",French,40.716958,-74.0088,4,1048,Bouley,4.5
"5 Ave ANew York, NY 10009","American(New),Gastropubs",40.722496,-73.986439,2,500,Boulton & Watt,4
"20 West 64th StreetNew York, NY 10023",Mediterranean,40.771861,-73.9816,3,496,Boulud Sud,4
"9 E 1st StNew York, NY 10003","Steakhouses,Seafood,MeatShops",40.724629,-73.9916,3,220,Bowery Meat Company,4
"25 N Moore StNew York, NY 10013","American(New),Lounges,WineBars",40.720073,-74.0072,3,463,Brandy Library,4
"9 W 57th StNew York, NY 10019","American(New),French",40.763825,-73.9749,3,343,Brasserie 8 1/2,3.5
"1740 BroadwayNew York, NY 10019",French,40.764934,-73.9817,3,262,Brasserie Cognac,3.5
"45 Rockefeller PlzNew York, NY 10111","French,Brasseries",40.75912,-73.9781,3,196,Brasserie Ruhlmann,3.5
"300 Schermerhorn StBrooklyn, NY 11217","French,Korean",40.687387,-73.9825,2,81,Brasserie SÌÄåÎÌÄå_ÌÄå´ÌâåÌÄåÎÌâå«ÌÄå´Ìâå©oul,4
"83 Baxter StNew York, NY 10013","Burgers,Mexican",40.71669,-73.9999,1,1098,Breakroom,4.5
"83 Baxter StNew York, NY 10013","Burgers,Mexican",40.71669,-73.999944,1,1097,Breakroom,4.5
"370 W 51 StNew York, NY 10019","Italian,WineBars",40.763799,-73.988091,2,457,Briciola,4
"162 5th AveBrooklyn, NY 11217","Vietnamese,Gastropubs,CocktailBars",40.677929,-73.9797,2,195,Bricolage,4.5
"277 E 10th StNew York, NY 10009","American(New),Bars,Breakfast&Brunch",40.728287,-73.9826,2,744,Brindle Room,4
"359 Bedford AveBrooklyn, NY 11211","American(Traditional),Barbeque",40.711474,-73.9629,2,404,BrisketTown,4
"88 Broad StNew York, NY 10304","American(New),CocktailBars",40.704115,-74.0116,2,27,Broadstone Bar & Kitchen,4
"55 5th AveBrooklyn, NY 11217","Bagels,Vegan,JuiceBars&Smoothies",40.681038,-73.977,4,7,Brooklyn Bagels,2
"95 Montrose AveBrooklyn, NY 11206","Cafes,AsianFusion",40.707233,-73.9458,2,78,Brooklyn Ball Factory,4.5
"150 Greenpoint AveBrooklyn, NY 11222","MusicVenues,Southern,Karaoke",40.730132,-73.954788,2,191,Brooklyn Bazaar,4
"7205 3rd AveBrooklyn, NY 11209",ModernEuropean,40.633341,-74.0268,2,278,Brooklyn Beet Company,4.5
"318 Van Brunt StBrooklyn, NY 11231","Barbeque,Pubs","40.67919,",-74.011,1,183,Brooklyn Ice House,4.5
"593 Lorimer StBrooklyn, NY 11211","Southern,Bars",40.714592,-73.9497,2,522,Brooklyn Star,4
"30 Hudson StNew York, NY 10013","Japanese,Live/RawFood",40.716765,-74.0089,4,293,Brushstroke,4
"25 W 40th StNew York, NY 10018","Bars,American(New)",40.753184,-73.9829,3,679,Bryant Park Grill,3.5
"201 W 95th StNew York, NY 10025","TapasBars,Spanish,WineBars",40.793571,-73.971,3,352,Buceo 95,4
"75 9th AveNew York, NY 10011","Chinese,AsianFusion",40.742227,-74.0047,3,3040,Buddakan,4
"513 E 6th StNew York, NY 10009",Argentine,40.725283,-73.983,3,370,Buenos Aires,4
"540 Lexington AveNew York, NY 10022",Steakhouses,40.755972,-73.9727,4,86,Bull & Bear Steakhouse,3.5
"46-63 Metropolitan AveRidgewood, NY 11385",Vietnamese,40.713985,-73.9213,2,479,Bun-Ker Vietnamese,4
"46-63 Metropolitan AveRidgewood, NY 11385",Vietnamese,40.713985,-73.921321,2,479,Bun-Ker Vietnamese,4
"740 Driggs AveBrooklyn, NY 11211","Sandwiches,Breakfast&Brunch,Caterers",40.712668,-73.960794,2,66,Bunk,4.5
"39 W 19th StNew York, NY 10011","Seafood,Burgers",40.740156,-73.9933,2,2803,Burger & Lobster,4.5
"353 West 14th StNew York, NY 10014","Burgers,American(Traditional)",40.741015,-74.0046,2,8,Burger Inc Nyc,4.5
"6815 Northern BlvdWoodside, NY 11372","FastFood,Burgers",40.754529,-73.8978,4,9,Burger King,2.5
"1150 Lexington AveNew York, NY 10075","Burgers,Mexican",40.775395,-73.958824,1,130,Burger One,4
"226 W 79th StNew York, NY 10024","Australian,Bars",40.783361,-73.9795,3,267,Burke & Wills,4
"70 W 45th StNew York, NY 10036",American(New),40.756278,-73.9823,3,484,Butter Midtown,3.5
"524 Court StBrooklyn, NY 11231","American(New),Breakfast&Brunch",40.675919,-73.999,2,1478,Buttermilk Channel,4
"524 Court StBrooklyn, NY 11231","American(New),Breakfast&Brunch",40.675919,-73.999,2,1477,Buttermilk Channel,4
"42 Grove StNew York, NY 10014","French,Italian,Breakfast&Brunch",40.732852,-74.0042,2,1063,Buvette,4
"185 Bleecker StNew York, NY 10012","Vegan,Burgers,IceCream&FrozenYogurt",40.729242,-74.0009,2,1005,By Chloe,4
"60 W 22nd StNew York, NY 10010","Vegan,Salad,Burgers",40.741862,-73.9929,2,159,By Chloe,4
"185 Bleecker StNew York, NY 10012","Vegan,Burgers,IceCream&FrozenYogurt",40.729242,-74.0009,2,1007,By Chloe,4
"2702 Astoria BlvdAstoria, NY 11102","Greek,Mediterranean",40.770708,-73.921391,1,476,BZ Grill,4
"197 Worth StNew York, NY 10013","Taiwanese,BubbleTea",40.713889,-73.9992,1,21,C Bao Asian Buns and Bubble Tea,3.5
"39 Bushwick AveBrooklyn, NY 11211","Cafes,CocktailBars,American(Traditional)",40.713564,-73.9412,2,73,C.Lo Cafe,4.5
"178 E 7th StNew York, NY 10009","Coffee&Tea,Breakfast&Brunch",40.725227,-73.9816,2,104,C&B,4.5
"50-12 Skillman AveWoodside, NY 11377","Breakfast&Brunch,French",40.746075,-73.9139,2,12,CÌÄåÎÌÄå_ÌÄå´ÌÄåöÌÄåÎÌÄå__tÌÄåÎÌÄå_ÌÄå´ÌÄåöÌÄåÎÌâå«ÌÄå´Ìâå© Soleil,5
"13 Essex StNew York, NY 10002",Salvadoran,40.715183,-73.9902,1,85,Cabalito,4
"107 Rivington StNew York, NY 10002","Mediterranean,Cafes",40.719762,-73.988,3,44,CAFÌÄåÎÌÄå_ÌÄå´Ìâå_ MEDI,4
"339 E 108th StNew York, NY 10029","Mexican,LatinAmerican",40.791228,-73.9395,2,336,CafÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«ÌÄå´Ìâå© Ollin,4
"41 St Marks PlNew York, NY 10003","MiddleEastern,Cafes",40.728504,-73.987,2,1655,CafÌÄåÎÌâå«ÌÄåÎÌâå´ÌÄåÎÌâå«ÌÄå´Ìâå© Orlin,4
"339 E 108th StNew York, NY 10029","Mexican,LatinAmerican",40.791228,-73.9395,2,336,CafÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄå´Ìâå© Ollin,4
"41 St Marks PlNew York, NY 10003","MiddleEastern,Cafes",40.728504,-73.987,2,1656,CafÌÄåÎÌÄå_ÌÄå´ÌâåÌÄåÎÌâå«ÌÄå´Ìâå© Orlin,4
"41 St Marks PlNew York, NY 10003","MiddleEastern,Cafes",40.728504,-73.987,2,1655,CafÌÄåÎÌÄå__ÌÄåÎÌâå«ÌÄå´Ìâå© Orlin,4
"18 E 41st StNew York, NY 10017","Japanese,Desserts",40.752185,-73.980485,1,888,CafÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎÌâå£ÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´Ìâå© Zaiya,4
"158 Bedford AveBrooklyn, NY 11249","Cafes,Coffee&Tea",40.718678,-73.9571,1,27,Cafe Beit,5
"158 Bedford AveBrooklyn, NY 11249","Cafes,Coffee&Tea",40.718678,-73.957109,1,27,Cafe Beit,5
"20 E 76th StNew York, NY 10021",French,40.774285,-73.9639,4,519,Cafe Boulud,4
"35 E 76th StNew York, NY 10021","Jazz&Blues,French",40.774369,-73.9635,4,56,Cafe Carlyle,3.5
"284 W 12th StNew York, NY 10014","Breakfast&Brunch,French,American(New)",40.737385,-74.003966,2,597,Cafe Cluny,4
"17 Prince StNew York, NY 10012","Cuban,Mexican",40.722998,-73.9941,2,2845,Cafe Habana,4
"143 W 29th StNew York, NY 10001",Cafes,40.747447,-73.9915,2,300,Cafe Hanamizuki,4
"78 E 1st StNew York, NY 10009","AsianFusion,Himalayan/Nepalese,Vegetarian",40.723228,-73.9879,1,469,Cafe Himalaya,4
"78 E 1st StNew York, NY 10009","AsianFusion,Himalayan/Nepalese,Vegetarian",40.723228,-73.987944,1,469,Cafe Himalaya,4
"79 Orchard StNew York, NY 10002","Pubs,German,Austrian",40.717723,-73.9905,2,644,Cafe Katja,4.5
"214 Smith StBrooklyn, NY 11201","French,Breakfast&Brunch,Cafes",40.684493,-73.9922,2,1015,Cafe Luluc,4
"214 Smith StBrooklyn, NY 11201","French,Breakfast&Brunch,Cafes",40.684493,-73.992215,2,1016,Cafe Luluc,4
"200 W 70th StNew York, NY 10023","American(New),French,Bars",40.777421,-73.9831,3,361,Cafe Luxembourg,4
"133 Wythe AveBrooklyn, NY 11211","Moroccan,MiddleEastern",40.719747,-73.9599,2,744,Cafe Mogador,4.5
"101 St Marks PlNew York, NY 10009",Moroccan,40.727258,-73.9845,2,1520,Cafe Mogador,4
"1465 2nd AveNew York, NY 10075","Coffee&Tea,Breakfast&Brunch,Sandwiches",40.771642,-73.956622,1,232,Cafe Noi,4
"189 E BroadwayNew York, NY 10002","Breakfast&Brunch,Coffee&Tea,Sandwiches",40.713952,-73.9888,2,288,Cafe Petisco,4
"422 7th AveBrooklyn, NY 11215",Austrian,40.664082,-73.984207,2,327,Cafe Steinhof,4
"302 W 38th StNew York, NY 10018","Mediterranean,Cafes",40.754939,-73.992,2,117,Cafe Tarantin,4.5
"302 W 38th StNew York, NY 10018","Mediterranean,Cafes",40.754939,-73.99204,2,118,Cafe Tarantin,4.5
"33-04 36th AveAstoria, NY 11106","French,Creperies",40.755595,-73.92805,2,354,Cafe Triskell,4.5
"973 Lexington AveNew York, NY 10021",Italian,40.769339,-73.9626,3,39,Caffe dei Fiori,4.5
"170 Central Park WNew York, NY 10024",Italian,40.779391,-73.9739,3,150,Caffe Storico,4
"22 E 54th StNew York, NY 10022","Italian,Opera&Ballet",40.760342,-73.9743,3,11,Caffe Taci,4.5
"414 E 9th StNew York, NY 10009","Japanese,SushiBars",40.727738,-73.9842,4,112,Cagen Japan Restaurant,4.5
"38 W 39th StNew York, NY 10018","Cuban,CocktailBars,Breakfast&Brunch",40.752155,-73.9842,2,529,Calle Dao,4
"154 E 79th StNew York, NY 10075","Vegetarian,Vegan,Gluten-Free",40.774627,-73.9586,3,1025,Candle 79,4
"50-12 Skillman AveWoodside, NY 11377","Breakfast&Brunch,French",40.746075,-73.913918,2,13,CÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄåÎÌÄåÊtÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄå´Ìâå© Soleil,5
"2 Knickerbocker AveBrooklyn, NY 11237","Seafood,Burgers,CocktailBars",40.707519,-73.932,2,17,Cape House,4.5
"18 E 33th StNew York, NY 10016","Cafes,Diners,Turkish",40.747162,-73.984201,1,20,Captain Cafe,4.5
"291 Grand StBrooklyn, NY 11211",Venezuelan,40.713177,-73.9574,2,704,Caracas Arepa Bar,4
"91 E 7th StNew York, NY 10009",Venezuelan,40.726965,-73.985422,2,2419,Caracas Arepa Bar,4
"23 E 74th StNew York, NY 10021",Italian,40.773438,-73.9647,4,58,Caravaggio,3.5
"181 Thompson StNew York, NY 10012",Italian,"40.728, """,-74.0001,4,460,Carbone,4
"82 S 4th StBrooklyn, NY 11211",Mexican,40.712413,-73.964862,2,272,CariÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄå´Ìâå±o,4
"38-40 Carmine StNew York, NY 10014","Tapas/SmallPlates,AsianFusion,DimSum",40.729957,-74.00319,2,231,Carma Asian Tapas,4
"507 E 6th StNew York, NY 10009",Chinese,40.725365,-73.9833,2,15,Carma East,4.5
"200 W 44th StNew York, NY 10036",Italian,40.75751,-73.9867,2,2255,Carmine_ÌÄåÎÌÄå_ÌÄå´Ìâå£_s Theater District,4
"56th St & 7th AveNew York, NY 10011","Burgers,FoodStands,Sandwiches",40.764847,-73.980551,1,77,Carnegie JohnÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´Ìâå¢ÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄåÎÌâåÌÄåÎÌÄå_ÌÄåÎÌÄå£ÌÄåÎÌâå«ÌÄå´ÌâåÇÌÄåÎÌÄå_ÌÄåÎÌâå¢ÌÄåÎÌâå«ÌÄå´ÌÄåös,4.5
"157 Bleecker StNew York, NY 10012","Gastropubs,Italian,WineBars",40.728632,-73.9998,2,457,Carroll Place,4
"66 Ave CNew York, NY 10009","LatinAmerican,PuertoRican",40.722568,-73.9796,2,275,Casa Adela,4
"62 W 9th StNew York, NY 10011",Italian,40.733814,-73.9987,3,38,Casa Apicii,4
"39-06 64th StWoodside, NY 11377","American(New),Desserts,WineBars",40.746021,-73.900039,2,134,Casa Del Chef,4.5
"5-48 49th AveLong Island City, NY 11101",Mexican,40.743404,-73.9543,2,614,Casa Enrique,4
"140 Charles StNew York, NY 10014","Egyptian,Moroccan,Mediterranean",40.733944,-74.0081,3,350,Casa La Femme,3.5
"390 Park AveNew York, NY 10022","Italian,Breakfast&Brunch,Lounges",40.75946,-73.973,3,158,Casa Lever,3.5
"52 Irving PlNew York, NY 10003","Spanish,TapasBars,Basque",40.735928,-73.9871,3,1030,Casa Mono,3.5
"40 E 20th StNew York, NY 10003","Mexican,Lounges",40.738444,-73.9886,3,14,Casa Neta,4.5
"310 W 38th StNew York, NY 10018",Italian,40.754999,-73.9927,3,319,Casa Nonna,4
"1022A Lexington AveNew York, NY 10021",French,40.771088,-73.9619,3,80,Casimir & CO,3.5
"167 E 33rd StNew York, NY 10016","American(New),CocktailBars",40.745371,-73.979,2,1061,Cask Bar & Kitchen,4
"245 BoweryNew York, NY 10002","TapasBars,Tapas/SmallPlates,Spanish",40.722628,-73.9927,3,233,Cata Restaurant,4
"21 Ninth AvenueNew York, NY 10014","AsianFusion,SushiBars,Seafood",40.740169,-74.0062,3,1033,Catch,3.5
"2027 Emmons AveBrooklyn, NY 11235","American(New),ModernEuropean,Venues&EventSpaces",40.584112,-73.9466,3,43,Cats on the Bay,3.5
"143 4th AveNew York, NY 10003",Mediterranean,40.733876,-73.9896,2,39,Cava Grill,4.5
"538 Madison AveNew York, NY 10022","American(New),Seafood",40.760744,-73.9737,4,84,Caviar Russe,4
"75 Murray StNew York, NY 10007","Seafood,ChampagneBars",40.714826,-74.0105,4,10,Caviarteria,4
"65 E 54th StNew York, NY 10022",Italian,40.760053,-73.9727,3,97,Cellini Restaurant,4
"45-14 48th AveSunnyside, NY 11377","Mexican,Sandwiches",40.739191,-73.919849,2,104,Cemitas El Tigre,4.5
"84 Central AveBrooklyn, NY 11206","Bars,American(New)",40.700629,-73.930167,2,58,Central Station,4.5
"330 Fifth StNew York, NY 11215","Kosher,French",40.671626,-73.9845,3,52,Chagall Bistro,4
"527 Broome StNew York, NY 10013","American(Traditional),American(New),Italian",40.723742,-74.004148,2,333,Chalk Point Kitchen,3.5
"100 Stuyvesant PlStaten Island, NY 10301",Thai,40.643704,-74.077602,2,35,Chang Noi Thai,5
"5 King StNew York, NY 10012",Italian,40.727819,-74.0028,3,291,Charlie Bird,3.5
"6 Times SquareNew York, NY 10037","American(New),Steakhouses",40.755583,-73.9862,3,23,Charlie Palmer at the Knick,3
"5 E 54th StNew York, NY 10022",American(New),40.760778,-73.9747,4,108,Charlie Palmer Steak,4
"2570 Coney Island AveBrooklyn, NY 11223","Seafood,ModernEuropean,French",40.594327,-73.9609,3,71,Chateau De Capitaine,4
"890 2nd AveNew York, NY 10017",Italian,40.753225,-73.9693,3,47,Chazz Palminteri Ristorante Italiano,3.5
"35 Orchard StNew York, NY 10002",Sandwiches,40.715755,-73.9916,1,815,Cheeky Sandwiches,4.5
"35 Orchard StNew York, NY 10002",Sandwiches,40.715755,-73.991686,1,816,Cheeky Sandwiches,4.5
"188 Allen StNew York, NY 10002","American(Traditional),ComfortFood,Sandwiches",40.721911,-73.98867,1,287,Cheese Grille,4.5
"80 Berry StBrooklyn, NY 11249","Desserts,Diners,Salad",40.719893,-73.9579,2,28,Cheeseboat,4.5
"200 Schermerhorn StBrooklyn, NY 11201",American(New),40.688501,-73.9853,4,334,Chef_ÌÄåÎÌÄå_ÌÄåÎÌÄåÒÌÄåÎÌÄå_ÌÄå´Ìâå©s Table at Brooklyn Fare,4.5
"200 Schermerhorn StBrooklyn, NY 11201",American(New),40.688501,-73.9853,4,333,Chef_ÌÄåÎÌÄå_ÌÄå´Ìâå£_s Table at Brooklyn Fare,4.5
"275 Mulberry StNew York, NY 10012","WineBars,American(New)",40.724129,-73.9953,3,248,Chefs Club,4
"33-09 36th AveAstoria, NY 11106","Mexican,WineBars,Breakfast&Brunch",40.755802,-73.9276,2,200,Chela & Garnacha,4.5
"282 BoweryNew York, NY 10012",French,40.723915,-73.9927,3,214,Cherche Midi,4
"231 Lenox AveNew York, NY 10027",French,40.805653,-73.9473,3,89,Cheri,4
"664 Manhattan AveBrooklyn, NY 11222","American(New),Seafood,CocktailBars",40.724495,-73.951157,2,19,Cherry Point,5
"72 Macdougal StNew York, NY 10012",French,40.728246,-74.0017,3,307,Chez Jacqueline,3.5
"135 Atlantic AveBrooklyn, NY 11201","French,Desserts,CocktailBars",40.69073,-73.9955,2,261,Chez Moi,4
"154 E 39th StNew York, NY 10016",French,40.748919,-73.9763,2,193,Chicken Provence,4.5
"227 Canal StNew York, NY 10013","Japanese,Hawaiian,Poke",40.717945,-73.9994,2,246,Chikarashi,4.5
"609 9th AveNew York, NY 10036","LatinAmerican,Steakhouses,Argentine",40.759285,-73.9921,3,261,Chimichurri Grill,4
"135 Watts StNew York, NY 10013","Shanghainese,DimSum",40.724081,-74.0098,2,256,China Blue,4
"60 West 53rd StNew York, NY 10019","AsianFusion,Breakfast&Brunch,Szechuan",40.761254,-73.9787,3,440,China Grill,3.5
"2775 Coney Island AveBrooklyn, NY 11229","Venues&EventSpaces,Mediterranean,Russian",40.588832,-73.9603,4,44,Chinar Restaurant,4
"Broome & BroadwayNew York, NY 10292","Chinese,FoodStands",40.721789,-73.9998,4,1,Chinese food cart,5
"587 9th AveNew York, NY 10036","ChickenWings,ChickenShop,Salad",40.758816,-73.9926,1,60,Chirping Chicken,4.5
"4108 23rd AveAstoria, NY 11105","Steakhouses,Greek",40.7704,-73.9072,3,251,Christos Steak House,4
"565 Vanderbilt AveBrooklyn, NY 11238","Ramen,BeerBar",40.680753,-73.9674,2,779,Chuko,4
